name,launchDate,audienceCum8,screen8,audienceCum14,screen14,nation,grade,groupGenre,favor,holiday,like,dislike,distCom,director,actor,actorPower8,actorPower14,directorPower8,directorPower14,distPower8,distPower14,launchDay,series,8hol,14hol
나를 잊지 말아요,2016-01-07,391766,559,423372,559,korea,15,Melo/Romance,5914,0,6851,937,씨제이이앤엠(주),이윤정,"정우성,김하늘,배성우,장영남,조이진,임주은,허진,이준혁,온주완,권해효,김봉근,윤다경,임태호,박지원,이상훈,이승원,이우주,이은이,최준환",5665594.3,8473987.2333,391766,423372,965818.5,1527981.32,Thu,0,2,4
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,130530,350,179809,350,others,All,Animation,4832,0,5053,221,(주)넥스트엔터테인먼트월드(NEW),하시모토 마사카즈,,1,1,130530,179809,856399.86207,1282562.7931,Thu,0,2,4
포인트 브레이크,2016-01-07,249239,409,292174,409,northA,15,Action/Criminal,1086,0,1262,176,"(주)시네마서비스,(주)나이너스엔터테인먼트",에릭슨 코어,"루크 브레이시,에드가 라미레즈,테레사 팔머",976522,1244497.5,249239,292174,720247,899651.33333,Thu,0,2,4
헤이트풀8,2016-01-07,92834,167,111398,167,northA,19,Action/Criminal,824,0,973,149,(주)누리픽쳐스,쿠엔틴 타란티노,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리,월튼 고긴스,데미안 비쉬어,팀 로스,마이클 매드슨,브루스 던,채닝 테이텀",1429164,1807486.4,92834,111398,92834,111398,Thu,0,2,4
구스범스,2016-01-14,245631,515,301655,515,northA,12,Action/Criminal,2178,0,2541,363,유니버설픽쳐스인터내셔널 코리아(유),롭 레터맨,"잭 블랙,딜런 미네트,오데야 러쉬,할스톤 세이지",2022945,2861150.5,245631,301655,708672.65854,965092.63415,Thu,0,2,4
그날의 분위기,2016-01-14,495339,592,623241,592,korea,15,Melo/Romance,6815,0,8071,1256,(주)쇼박스,조규장,"김정희,문채원,유연석,조재윤,김슬기,이해영,이연두,박민우,이창해,인교진,임영,박태영,정경옥,박호진,정라엘,서정희,오형근,이범희,이은정",7454430.45,12619227.067,495339,623241,1813712.1579,2780266.9474,Thu,0,2,4
레버넌트: 죽음에서 돌아온 자,2016-01-14,1120352,967,1670349,967,northA,15,SF/Fantasy/Adventure,4334,0,5179,845,이십세기폭스코리아(주),알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오,톰 하디",1941495.3333,3049376,640049,928626.5,904472.46429,1334770.9286,Thu,0,2,4
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,82893,200,114507,200,korea,All,Animation,1120,0,1247,127,(주)아이코닉스,류정우,,1,1,82893,114507,82893,114507,Thu,0,2,4
빅쇼트,2016-01-21,265982,489,379951,489,northA,19,Drama,982,0,1085,103,롯데쇼핑㈜롯데엔터테인먼트,아담 맥케이,"크리스찬 베일,스티브 카렐,라이언 고슬링,브래드 피트",1597346.5,2462377.5,265982,379951,761607.21053,990233.84211,Thu,0,2,4
오빠생각,2016-01-21,731110,855,952918,855,korea,12,Drama,7165,0,8257,1092,(주)넥스트엔터테인먼트월드(NEW),이한,"임시완,고아성,이희준,이준혁,정준원,이레,김영재,임윤경,정대웅,정병두,정세훈,이건하,이성욱,이승빈,이승준,이연화,홍동영,홍솔,강현구,정준용",4585533.3333,6136323.6667,731110,952918,856399.86207,1282562.7931,Thu,0,2,4
"로봇, 소리",2016-01-27,335060,609,396463,609,korea,12,Drama,5082,0,5859,777,롯데쇼핑㈜롯데엔터테인먼트,이호재,"이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,박지훈,안광복,유민상,이상우,이승준,노소영",6437258.65,9101657.4167,335060,396463,761607.21053,990233.84211,Wed,0,2,6
쿵푸팬더3,2016-01-28,1863589,1365,2986765,1365,northA,All,Animation,11788,0,12441,653,씨제이이앤엠(주),"여인영,알레산드로 칼로니","잭 블랙,안젤리나 졸리,더스틴 호프만,성룡,세스 로건,루시 리우,데이빗 크로스,J.K. 시몬스",9360174.25,14943561.75,3727178,5973530,965818.5,1527981.32,Thu,0,2,7
검사외전,2016-02-03,6405797,1812,8390871,1812,korea,15,Action/Criminal,44399,1,46891,2492,(주)쇼박스,이일형,"황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승민,이승우,이승준,이승훈,이승훈,최현준",22779897.633,32200625.967,6405797,8390871,1813712.1579,2780266.9474,Wed,0,5,7
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,205800,380,279897,380,northA,All,Animation,2438,1,2567,129,이십세기폭스코리아(주),월트 벡커,"저스틴 롱,제이슨 리,매튜 그레이 거블러,제시 맥카트니",823200,1119588,205800,279897,904472.46429,1334770.9286,Thu,0,5,7
최강전사 미니특공대: 영웅의 탄생,2016-02-04,87395,349,112268,349,korea,All,Animation,614,1,720,106,(주)삼지Animation,이영준,"엄상현,양정화,전태열",450491.66667,566442.66667,90211.5,119990,87395,112268,Thu,0,5,7
캐롤,2016-02-04,145373,275,255357,288,northA,19,Drama,1099,1,1191,92,CGV아트하우스,토드 헤인즈,"케이트 블란쳇,루니 마라,카일 챈들러,제이크 레이시,사라 폴슨",1335362.1667,2090326.6667,145373,255357,421651.66667,606124.26667,Thu,0,5,7
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,260555,288,135830,254,others,All,Animation,7314,0,7680,366,씨제이이앤엠(주),키무라 류이치,"정혜원,이용신,소연,이선,신용우",1208988.7,960258.4,260555,135830,965818.5,1527981.32,Thu,0,2,4
대니쉬 걸,2016-02-17,77162,246,103742,246,northA,19,Drama,3262,0,3482,220,유니버설픽쳐스인터내셔널 코리아(유),톰 후퍼,"에디 레드메인,알리시아 비칸데르,엠버 허드,벤 위쇼",1979196,2707284.6667,77162,103742,708672.65854,965092.63415,Wed,0,2,4
데드풀,2016-02-17,2108639,1036,2893951,1036,northA,19,Action/Criminal,12959,0,14601,1642,이십세기폭스코리아(주),팀 밀러,"라이언 레놀즈,모레나 바카린,에드 스크레인,지나 카라노,T.J. 밀러,브리아나 힐데브란드",7599504.25,10564125.75,2108639,2893951,904472.46429,1334770.9286,Wed,0,2,4
동주,2016-02-17,387085,499,774175,543,korea,12,Drama,7482,0,8002,520,메가박스(주)플러스엠,이준익,"강하늘,박정민,김인우,최홍일,김정석,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진",4723306.8,7232587.2,1363526.3333,2498335.3333,693225.23077,986813.84615,Wed,0,2,4
좋아해줘,2016-02-17,622398,637,802979,637,korea,12,Melo/Romance,9951,0,11032,1081,씨제이이앤엠(주),박현진,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연",7201939.05,11558184.45,622398,802979,965818.5,1527981.32,Wed,0,2,4
주토피아,2016-02-17,647314,661,1535225,735,northA,All,Animation,2292,0,2474,182,월트디즈니컴퍼니코리아(주),"바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라",1941942,4605675,1294628,3070450,1425444.125,2503493.875,Wed,0,2,4
귀향,2016-02-24,1907746,876,2744991,876,korea,15,Drama,45538,0,47687,2149,(주)와우픽쳐스,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나",8852755,12651082.5,1907746,2744991,923532.33333,1245278.6667,Wed,0,2,5
순정,2016-02-24,227381,467,236301,467,korea,12,Drama,29181,0,31698,2517,(주)리틀빅픽쳐스,이은희,"도경수,김소현,연준석,이다윗,주다영,박용우,박해준,김지호,이범수,이대연,황석정,박정민,김권,오유진,박충선,조우람,최민석",7740119,10959353.5,227381,236301,240664.11111,301766.11111,Wed,0,2,5
스포트라이트,2016-02-24,162007,320,240008,320,northA,15,Drama,1052,0,1122,70,(주)팝엔터테인먼트,토마스 맥카시,"마이클 키튼,마크 러팔로,레이첼 맥아담스",4710957.5833,7231689.9167,162007,240008,121465.5,173698.5,Wed,0,2,5
남과 여,2016-02-25,182382,449,198622,449,korea,19,Melo/Romance,9311,0,10545,1234,(주)쇼박스,이윤기,"전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희",4207277.6667,6107658.3333,190395,212686.5,1813712.1579,2780266.9474,Thu,0,3,5
제 5침공,2016-02-25,130202,312,135840,312,northA,12,Action/Criminal,2374,0,2777,403,유니버설픽쳐스인터내셔널 코리아(유),J 블레이크슨,"클로이 모레츠,닉 로빈슨,알렉스 로",390606,407520,130202,135840,708672.65854,965092.63415,Thu,0,3,5
13시간,2016-03-03,126286,380,142513,380,northA,15,Action/Criminal,651,0,770,119,롯데쇼핑㈜롯데엔터테인먼트,마이클 베이,"존 크랜신스키,파블로 쉬레이버,토비 스티븐스",378858,427539,1070861.5,1311234.5,761607.21053,990233.84211,Thu,0,2,4
갓 오브 이집트,2016-03-03,628970,618,823410,618,northA,12,SF/Fantasy/Adventure,2089,0,2439,350,"(주)시네마서비스,(주)나이너스엔터테인먼트",알렉스 프로야스,"제라드 버틀러,니콜라이 코스터 왈도,코트니 이튼,브렌튼 스웨이츠,애비 리",3657486.5,4969703.5,628970,823410,720247,899651.33333,Thu,0,2,4
널 기다리며,2016-03-10,414657,551,595871,551,korea,19,Thiller/War,3596,0,3993,397,(주)넥스트엔터테인먼트월드(NEW),모홍진,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁",4758881.5833,6815150.3333,414657,595871,856399.86207,1282562.7931,Thu,0,2,4
런던 해즈 폴른,2016-03-10,418095,523,665623,526,northA,15,Action/Criminal,1186,0,1325,139,메가박스(주)플러스엠,바박 나자피,"제라드 버틀러,아론 에크하트,모건 프리먼,안젤라 바셋",1879216.6667,2729594.6667,418095,665623,693225.23077,986813.84615,Thu,0,2,4
조이,2016-03-10,139857,405,167629,405,northA,12,Comedy,2028,0,2287,259,이십세기폭스코리아(주),데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드니로",1972346.75,2785229,139857,167629,904472.46429,1334770.9286,Thu,0,2,4
부활,2016-03-17,55225,120,108041,146,northA,12,Drama,1144,0,1226,82,유니버설픽쳐스인터내셔널 코리아(유),케빈 레이놀즈,"조셉 파인즈,톰 펠튼",110450,216082,55225,108041,708672.65854,965092.63415,Thu,0,2,4
글로리데이,2016-03-24,141660,494,179641,494,korea,15,Drama,24912,0,26181,1269,(주)엣나인필름,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용",3500591.3333,5184440.3333,141660,179641,123143,150938,Thu,0,2,4
배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,1646940,1709,2059591,1709,northA,12,Action/Criminal,13821,0,16024,2203,워너브러더스 코리아(주),잭 스나이더,"헨리 카빌,벤 애플렉,에이미 아담스,로렌스 피쉬번,제시 아이젠버그,제레미 아이언스,홀리 헌터,갤 가돗",7644131.5,9391907.25,1646940,2059591,898054.19231,1389867.7308,Thu,1,2,4
대배우,2016-03-30,156791,474,274413,575,korea,12,Comedy,2061,0,2352,291,"(주)대명문화공장,(주)리틀빅픽쳐스",석민우,"오달수,윤제문,이경영,진경,강신일,유지태,김명민,김새론,이준익,최병모,최희진,권용덕,박지환,임태훈,임호,정성호,신동필,이영미,한대룡,김문학,김윤주",5458529.6333,8413449.9167,156791,274413,394191.11111,584894.11111,Wed,0,2,4
미스컨덕트,2016-03-30,135226,470,147257,470,northA,15,Action/Criminal,1521,0,1725,204,"(주)박수엔터테인먼트,㈜코리아스크린",시모사와 신타로,"알 파치노,안소니 홉킨스,조쉬 더하멜,이병헌",3524476,4540164,135226,147257,234014.33333,307281.33333,Wed,0,2,4
"날, 보러와요",2016-04-07,615271,683,865322,683,korea,19,Horor/Mistery,3961,0,4353,392,메가박스(주)플러스엠,이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진",4813016.2,6679192.0667,615271,865322,693225.23077,986813.84615,Thu,0,3,5
독수리 에디,2016-04-07,190073,528,217627,528,northA,12,Drama,932,0,1104,172,이십세기폭스코리아(주),덱스터 플레처,"태런 에저튼,휴 잭맨",1106784.75,1775059.75,190073,217627,904472.46429,1334770.9286,Thu,0,3,5
클로버필드 10번지,2016-04-07,301274,575,343186,575,northA,15,Horor/Mistery,1245,0,1517,272,롯데쇼핑㈜롯데엔터테인먼트,댄 트라첸버그,"메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어",1350940,1655656.5,301274,343186,761607.21053,990233.84211,Thu,0,3,5
시간이탈자,2016-04-13,663977,733,1002455,733,korea,15,Thiller/War,6426,0,7164,738,씨제이이앤엠(주),곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이민호,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영",8012066.5,12132233.583,663977,1002455,965818.5,1527981.32,Wed,0,3,5
해어화,2016-04-13,303873,572,427642,572,korea,15,History,730,0,9015,8285,롯데쇼핑㈜롯데엔터테인먼트,박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준",5705775.1,8213114.5,351727,426697,761607.21053,990233.84211,Wed,0,3,5
헌츠맨: 윈터스 워,2016-04-13,346027,557,439357,557,northA,12,Action/Criminal,2409,0,2702,293,유니버설픽쳐스인터내셔널 코리아(유),세딕 니콜라스 트로얀,"크리스 헴스워스,샤를리즈 테론,에밀리 블런트,제시카 차스테인",4112845.4167,7066162.6667,346027,439357,708672.65854,965092.63415,Wed,1,3,5
위대한 소원,2016-04-21,256048,524,229770,524,korea,15,Comedy,2972,0,3408,436,(주)넥스트엔터테인먼트월드(NEW),남대중,"류덕환,김동영,안재홍,전노민,전미선,장원식,양정인,조우진,우지원,유정래,윤도영,이상민,이소정,이소정,이원희,한기업,한민석,황슬빛나,황용",3105378.3333,3754751.3333,256048,229770,856399.86207,1282562.7931,Thu,0,2,4
캡틴 아메리카: 시빌 워,2016-04-27,4871540,1991,7567445,1991,northA,12,Action/Criminal,51935,0,55504,3569,월트디즈니컴퍼니코리아(주),"안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드",23652936.133,37354975.4,9743080,15134890,1425444.125,2503493.875,Wed,1,2,6
극장판 안녕 자두야,2016-05-04,219975,523,265148,523,korea,All,Animation,1588,0,1719,131,씨제이이앤엠(주),손석우,"여민정,양정화,이수진",533144.5,645522,219975,265148,965818.5,1527981.32,Wed,0,4,6
다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,93305,325,107391,325,europe,All,etc,267,0,342,75,"(주)박수엔터테인먼트,(주)애니플러스","닐 나이팅게일,베리 쿡,앤드류 코헨",,1,1,279915,322173,220134.33333,274967.33333,Wed,0,4,6
매직브러시,2016-05-04,152842,460,167588,460,others,All,Animation,445,0,546,101,(주)영화사 빅,쯔씽 쫑,"김서영,김경희,박상훈,홍진욱",647495,749719.5,152842,167588,132462,163520,Wed,0,4,6
탐정 홍길동: 사라진 마을,2016-05-04,949965,764,1262915,764,korea,15,Drama,5519,0,6179,660,씨제이이앤엠(주),조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용",5382607.6667,7222832.75,949965,1262915,965818.5,1527981.32,Wed,0,4,6
곡성,2016-05-12,3212395,1485,4963008,1485,korea,15,Horor/Mistery,12926,0,15570,2644,이십세기폭스코리아(주),나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경",12806258.55,19309012.1,3212395,4963008,904472.46429,1334770.9286,Thu,0,2,4
나의 소녀시대,2016-05-12,98459,176,227216,201,others,15,Melo/Romance,6683,0,7104,421,오드,프랭키 첸,"송운화,왕대륙",196918,454432,98459,227216,98459,227216,Thu,0,2,4
다이버전트 시리즈: 얼리전트,2016-05-12,98623,393,101653,393,northA,12,Action/Criminal,2182,0,2313,131,씨네그루(주)키다리이엔티,로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐",993381,1245787.8333,173773,190651.5,243601.66667,283406.66667,Thu,1,2,4
계춘할망,2016-05-19,302809,526,418734,526,korea,15,etc,5727,0,6385,658,(주)콘텐츠 난다긴다,창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁",3152500.5,4744276.6667,302809,418734,302809,418734,Thu,0,2,4
싱 스트리트,2016-05-19,256974,494,394504,494,europe,15,Drama,1347,0,1449,102,(주)이수C&E,존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너",770922,1183512,256974,394504,181013.07692,225892.15385,Thu,0,2,4
앵그리버드 더 무비,2016-05-19,286044,661,460744,661,northA,All,Animation,2354,0,2592,238,유니버설픽쳐스인터내셔널 코리아(유),"퍼갈 레일리,클레이 케이티스",,1,1,572088,921488,708672.65854,965092.63415,Thu,0,2,4
엑스맨: 아포칼립스,2016-05-25,1907570,1262,2746242,1262,northA,12,Action/Criminal,13233,0,14705,1472,이십세기폭스코리아(주),브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸",6298880.3333,9128979.4167,1907570,2746242,904472.46429,1334770.9286,Wed,1,2,5
미 비포 유,2016-06-01,378026,481,537671,481,northA,12,Melo/Romance,5649,0,5869,220,워너브러더스 코리아(주),테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스",1872608.5,2612459.5,378026,537671,898054.19231,1389867.7308,Wed,0,3,5
아가씨,2016-06-01,2503831,1171,3288831,1171,korea,19,Thiller/War,17708,0,21671,3963,씨제이이앤엠(주),박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재",15827964.167,22355263.05,2503831,3288831,965818.5,1527981.32,Wed,0,3,5
워크래프트: 전쟁의 서막,2016-06-09,851214,736,1100154,736,northA,12,Action/Criminal,13132,0,14521,1389,유니버설픽쳐스인터내셔널 코리아(유),던칸 존스,"트래비스 핌멜,벤 포스터,폴라 패튼,도미닉 쿠퍼,클랜시 브라운,토비 켑벨",4803355,6156099.5,851214,1100154,708672.65854,965092.63415,Thu,1,2,4
정글북,2016-06-09,1082302,924,1832903,924,northA,12,SF/Fantasy/Adventure,4017,0,4428,411,월트디즈니컴퍼니코리아(주),존 파브로,"닐 세티,빌 머레이,스칼렛 요한슨,벤 킹슬리,이드리스 엘바,루피타 뇽오,크리스토퍼 월켄,지안카를로 에스포지토",5745052.7,9522024.4,1082302,1832903,1425444.125,2503493.875,Thu,0,2,4
컨저링 2,2016-06-09,827336,635,1402102,640,northA,15,Horor/Mistery,7156,0,7907,751,워너브러더스 코리아(주),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스",4136680,7010510,1145721.5,1835221.5,898054.19231,1389867.7308,Thu,1,2,4
닌자터틀 : 어둠의 히어로,2016-06-16,210756,517,234385,517,northA,12,Action/Criminal,1880,0,2151,271,롯데쇼핑㈜롯데엔터테인먼트,데이브 그린,"메간 폭스,스티븐 아멜,로라 린니",735921,867064.5,210756,234385,761607.21053,990233.84211,Thu,0,2,4
특별수사: 사형수의 편지,2016-06-16,764396,691,1099284,691,korea,15,Action/Criminal,2669,0,3052,383,(주)넥스트엔터테인먼트월드(NEW),권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈",5106445.6667,7639362.6,764396,1099284,856399.86207,1282562.7931,Thu,0,2,4
인디펜던스 데이 : 리써전스,2016-06-22,1170530,926,1437491,926,northA,12,Action/Criminal,4372,0,4825,453,이십세기폭스코리아(주),롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔",5537931,6823046,1170530,1437491,904472.46429,1334770.9286,Wed,1,2,4
비밀은 없다,2016-06-23,236971,502,247022,502,korea,19,Thiller/War,3222,0,3971,749,씨제이이앤엠(주),이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희",2731198.25,4481844.25,236971,247022,965818.5,1527981.32,Thu,0,2,4
굿바이 싱글,2016-06-29,1242417,841,1841771,841,korea,15,Comedy,5508,0,6176,668,(주)쇼박스,김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희",8940392.9,12654110.25,1242417,1841771,1813712.1579,2780266.9474,Wed,0,2,4
레전드 오브 타잔,2016-06-29,672498,593,838443,593,northA,12,Action/Criminal,2295,0,2640,345,워너브러더스 코리아(주),데이빗 예이츠,"알렉산더 스카스가드,마고 로비,크리스토프 왈츠,사무엘 L. 잭슨,디몬 하운수,존 허트,짐 브로드벤트",4131503.5,5111097.9,1525881,2205220.5,898054.19231,1389867.7308,Wed,0,2,4
사냥,2016-06-29,609141,696,644367,696,korea,15,Action/Criminal,4393,0,5209,816,롯데쇼핑㈜롯데엔터테인먼트,이우철,"안성기,조진웅,한예리,권율,손현주,박병은",4694292.3333,6192955.55,609141,644367,761607.21053,990233.84211,Wed,0,2,4
도리를 찾아서,2016-07-06,1189311,1091,1832946,1091,northA,All,Animation,5585,0,5951,366,월트디즈니컴퍼니코리아(주),앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼",3567933,5498838,1189311,1832946,1425444.125,2503493.875,Wed,0,2,4
봉이 김선달,2016-07-06,1321839,942,1899601,942,korea,12,History,18838,0,20055,1217,씨제이이앤엠(주),박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희",6572280.8,9642544.3,1321839,1899601,965818.5,1527981.32,Wed,0,2,4
나우 유 씨 미 2,2016-07-13,2166045,1200,2864992,1200,northA,12,Action/Criminal,9002,0,9865,863,롯데쇼핑㈜롯데엔터테인먼트,존 추,"제시 아이젠버그,마크 러팔로,우디 해럴슨,데이브 프랑코,다니엘 래드클리프,리지 캐플란,주걸륜,마이클 케인,모건 프리먼",11636078.833,16958880.75,2166045,2864992,761607.21053,990233.84211,Wed,1,2,4
언더 워터,2016-07-13,289501,518,374330,518,northA,15,Horor/Mistery,1323,0,1508,185,유니버설픽쳐스인터내셔널 코리아(유),자움 콜렛 세라,"블레이크 라이블리,오스카 제나다",471507,612254,262555.5,330266,708672.65854,965092.63415,Wed,0,2,4
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,189044,403,2484507,460,others,All,Animation,1057,0,1144,87,씨제이이앤엠(주),타카하시 시게하루,"토마츠 하루카,유키 아오이,세키 토모카즈,코자쿠라 에츠코",1246709,9262113,286305.5,1492450,965818.5,1527981.32,Wed,0,2,4
부산행,2016-07-20,6659075,1788,9063544,1788,korea,15,Action/Criminal,54173,0,62952,8779,(주)넥스트엔터테인먼트월드(NEW),연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경",19840816.667,27853352.25,3398502.5,4604539,856399.86207,1282562.7931,Wed,0,2,4
아이스 에이지: 지구 대충돌,2016-07-20,339904,580,527895,580,northA,All,Animation,2082,0,2266,184,이십세기폭스코리아(주),마이크 트메이어,"존 레귀자모,레이 로마노,제니퍼 로페즈,아담 드바인,제시 타일러 퍼거슨,사이몬 페그,멜리사 로치",4004002.6667,6066445.6667,339904,527895,904472.46429,1334770.9286,Wed,0,2,4
빅,2016-07-27,154742,332,158980,332,northA,All,Animation,321,0,561,240,(주)이수C&E,트레버 월,,1,1,154742,158980,181013.07692,225892.15385,Wed,0,2,4
인천상륙작전,2016-07-27,3903979,1049,5565410,1049,korea,12,Thiller/War,30918,0,35317,4399,씨제이이앤엠(주),이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진",16632016.783,23673684.683,3903979,5565410,965818.5,1527981.32,Wed,0,2,4
제이슨 본,2016-07-27,2016091,827,2451175,827,northA,15,Action/Criminal,12160,0,13139,979,유니버설픽쳐스인터내셔널 코리아(유),폴 그린그래스,"맷 데이먼,줄리아 스타일즈,토미 리 존스,뱅상 카셀,알리시아 비칸데르",7591239.6667,9377743.3333,2016091,2451175,708672.65854,965092.63415,Wed,0,2,4
덕혜옹주,2016-08-03,2398837,964,4105686,964,korea,12,History,18168,0,20348,2180,롯데쇼핑㈜롯데엔터테인먼트,허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규",15903790.3,24877327.05,2398837,4105686,761607.21053,990233.84211,Wed,0,2,5
마이펫의 이중생활,2016-08-03,1275932,726,1944539,726,northA,All,Animation,6954,0,7356,402,유니버설픽쳐스인터내셔널 코리아(유),크리스 리노드,"스티브 쿠건,엘리 켐퍼,레이크 벨,데이너 카비,케빈 하트",6379660,9722695,1275932,1944539,708672.65854,965092.63415,Wed,0,2,5
명탐정 코난: 순흑의 악몽,2016-08-03,398209,447,491272,447,others,12,Animation,17662,0,18126,464,씨제이이앤엠(주),"시즈노 코분,야마모토 야스이치로",,1,1,570357.16667,737295.16667,965818.5,1527981.32,Wed,0,2,5
수어사이드 스쿼드,2016-08-03,1644839,823,1848184,823,northA,15,Action/Criminal,29488,0,32475,2987,워너브러더스 코리아(주),데이비드 에이어,"윌 스미스,자레드 레토,마고 로비,스콧 이스트우드,카라 델러비인,제이 코트니,조엘 킨나만,비올라 데이비스,제이 헤르난데즈,애덤 비치,카렌 후쿠하라,커먼,벤 애플렉",10986245,13269712.5,1644839,1848184,898054.19231,1389867.7308,Wed,0,2,5
국가대표 2,2016-08-10,562630,562,666005,562,korea,12,Drama,6001,0,7290,1289,메가박스(주)플러스엠,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화",3820383.6,5004587.4667,562630,666005,693225.23077,986813.84615,Wed,1,3,5
